Mensaje,Clasificación
"Felicidades a todos los equipos... En esta nueva temporada... 
Plaaaaaay booooool....",1
El béisbol muy bonito deporte,1
"Mandeme a Nestor quiero regresar a inbursa  ,",1
Excelente detalle. Felicidades Santos. 👍,1
Bien Cordovas!!!,1
Suerte 🍀 y que se organicen para ganar la presidencia y el municipio la estructura y la defensa del voto 🗳 son fundamentales nada sirve andar dia y noche visitando gente si no se cuida la votación ojalá tengan su defensa bien 👍 planeada con elementos de todo y hasta tecnología para evitar alteraciones etcétera Saludos,1
"Hagamos esto posible Santos,  todo el país lo necesita! Saludos.",1
Vamos por la grande primero Dios.y los municipios,1
Trasformarla en que ? ....,1
Adelante morena,1
Muy bonita mi familia las amo,1
Saludos don santos Dios le dé sabiduría y le bendiga,1
"Muchas Felicidades‼️ Alex Alejandro G. Gonzalez y a  Jose, seguro será un éxito porque son unos jóvenes muy trabajadores! 😍🙏🏻👏🏼👏🏼👏🏼",1
El mayor de los éxitos en esta nueva empresa que inician con emoción a José y Alejandro... Felicidades!!!,1
Felicidades amigo. Pasaremos a visitarte. Y a saborear  y deleitarnos con nuestras amistades una alegre tarde. Felicidades muchachos y mucho exito.,1
👏👏👏👏👏👏👍👍👍 mucho exito Alex y Jose son jovenes emprendedores dios les va a bendecir 👍,1
"Felicitaciones para Alejandro y José, que tengan mucho éxito!!",1
"Felicidades en este nueva actividad jóvenes talentoso y energía,No hay duda será un éxito un abrazo 🌞...",1
"Bravo, bravo, bravo 10 000 bravos jóvenes emprendedores dios me los bendiga y guíe para que sigan cosechando éxitos.",1
"Muchas felicidades Álex....   siempre atento a tus éxitos, lo cual me da mucho gusto...¡¡!  Ánimo  y  siempre adelante...!!",1
Muchas felicidades chicos‼️ estuvimos x ahí y siii muy rico todo‼️😋 éxito‼️😉,1
"Woowww....felicidades chicos emprendedores, mucho éxito en su proyecto Álex y Ricardo.",1
El Mejor de los Exitos hay que ir a probar felicidades Jovenes Emprendedores.,1
Felicidades un fuerte abrazo y mucho éxito en su nueva empresa.,1
"Muchas Felicidades!!!! Alejandro G. Gonzalez Mucho éxito. Te quiero mucho Niño, Dios te bendiga.",1
"Felicidades Alejandro y bendiciones en esta nueva etapa, un abrazo",1
"Mucho éxito Alejandro, joven talentoso. Saludos toro✌️",1
FELICIDADES 👏🏻Alejandro G. Gonzalez y José 👍🏻jóvenes emprendedores 👏🏻que orgullo 🙏🏻,1
Muchísimas felicidades Alejandro Gonzalez por ahí te visitaremos!!!,1
Alex muchas felicidades te deseo todo el éxito,1
"Muchas Felicidades Alex, mucha suerte y exito !!!",1
Muchas felicidades Alejandro veras que sera todo un exito,1
Felicidades y éxito Alejandro y jóvenes emprendedores 👏🏼👏🏼,1
Muchas felicidades y todo el éxito del mundo,1
Felicidades y éxitos saludos,1
Muchas felicidades y éxito 👏🏻👏🏻👏🏻,1
Felicidades un abrazo éxito. .,1
"Siempre fieles...

Viva San Luis Río Colorado...

Viva Sonora...

Viva México !!!",1
Para resolver el problema del golfo sólo santos sabe que hacer y ante qué dependencias debe ocurrir y para esto sólo se resuelve a nivel de secretaria de estado y con un proyecto de captura muy diferente que haga verdaderos pescadores como lo hizo Japón 🇯🇵 hace 40 años con la pesca 🎣 ribereña incostiable este proyecto resolvería el problema del golfo Para siempre sin ser victimas de lideres ignorantes y convenencieros que saben que de seguir así el verdadero pescador va a salirse a Jalisco Colima etc y eso es lo que quire el gobierno que desaparezcan los pescadores y los pagos de miseria con tarjetitas ojos 👀 mucho 👁,1
Saludos mi amigo Santos y hay mucho que cambiar en el Golfo y San Luis y sé que tú lo vas a lograr con el apoyo de todos,1
Saludos Santos....espero te acuerdes de mi...te ddeseo lo mejor para este 1ro de Julio.....,1
Ya México lo sabe y san Luis si queremos que cambie la pobreza y violencia AMLO y SANTOS es la verdadera solución o hay otros?,1
Saludos santos yescas disfruta con tu familia,1
Bello atardecer Santos muy hermoso,1
Saludos señor santos.,1
Saludos mi amigo Santos.,1
Lic. Mi agradecimiento sincero. Un gusto haberlo tenido entre nuestros invitados.,1
Felicidades 🎉🎈🍾🎊 mucho éxito !!! Les mando un fuerte abrazo !!,1
Bien por Santos González Yescas y por Arleth Villarreal Garza.,1
Felicidades Santos le deseo mucho éxito echarle todas las ganas,1
"Si tiene reuniones me gustaría visitarlos, estar presente, gracias.",1
Tan hermosa e inteligente felicidades Arletth Villarreal Garza mucho exito.,1
Muchos exitos amiga Arletth Villarreal Garza🎉🎉😘🤗,1
Idali Hinojosa,1
Con el favor de dios y usted tmb va a ganar la alcadia Nino Santos Gonzalez Yescas 😊,1
Todos con morena. Amlo 2018,1
Morena va ganar yo y toda mi familia vamos a votar por morena,1
Gracias estimado Octavio. Saludos.,1
"Felicidades!!!.  Volveremos a iniciar Santos González Yescas un nuevo capítulo en la historia de San Luis Río Colorado, en combinación con la lucha que se libra a nivel nacional, en apoyo de a Andrés Manuel López Obrador, a la presidencia de México",1
Felicidades santos gonzalez  tu puedes ya estamos artos de ke nos vea la cara con todas esas cosas k inventan todo lo ke se rovan deporsi el pueblo es chico y robandose lo pokito ke producimos espero y acaves con toda esa bola de escorias,1
"Sr Yescas x 1er vez ejercere mi voto xq creo en ud y en su partido , todos los sanluisinos juntos aremos historia x un cambio verdadero. Morena 2018",1
Saludos Santos Gonzáles Yescas tengo el gusto de ser un simpatizante de Morena soy de Veracruz tengo 14 años viviendo en este municipio que me dio refugio y soy comerciante no tengo el gusto de conocerlo pero yo como muchos mexicanos queremos un cambio y toda mi familia votaremos x Morena  así es que vamos con todo para un mejor San Luis,1
Hola soy denisse la hija de mario de luis b. Sanchez de la llantera tiene todo nuestro apoyo ya sabe k cuenta con nosotros para lo k se le ofresca creo k ya merecemos el cambio i cuenta con nuestro voto por k es una persona sencilla i justa i es lo k merecemos todos ya el gran cambio Santos González Yescas saludos aka lo esperamos pronto,1
Mi voto es para usted Sr. Santos Gonzalez Yescas y para AMLO! Vamos por un cambio verdadero! También  para San Luis Rio Colorado Sonora.,1
Éxito y Enhorabuena!! hombre bien nacido y de buenas costumbres...un abrazo fraternal,1
"Muchas Felicidades  Santos !! Bien, por San Luis,  si se puede   ,Adelante amigo.",1
No lo conozco pero se que tiene años queriendo ser presidente y la verdad usted si daría un cambio a este san Luis por que ya estamos enfadados de este gobierno que en vez de ayudar no friega la verdad santos lo felicito y que no quite el dedo del renglón por que se que usted si se preocupa por este san Luis que ya no el mismo de años atras t felicidades y claro que usted va ganar suerte,1
"Excelente mi estimado Santos Gonzalez Yescas una gran alegría compartida por este paso a la historia de Mexico, un abrazo felicidades 🎉🎊🎈.",1
Todo mí apoyo para ti y para morena y sus candidatos,1
Felicidades amigo y a darle con todo,1
Tienes mi voto nomas no salgas como todos,1
No es lo mismo querer servir a quererse servir,1
Voto MASIVO para MORENA...,1
Puro pa delante santos,1
Muchas felicidades y éxito mi querido Santos Gonzalez Yescas,1
"Aqui no inicia la historia de este gran hombre, aqui continua, ya que este señor tiene mucho camino recorrido como servidor del pueblo. Pero si inicia la historia como del cambio verdadero en san luis, es un orgullo formar parte de su equipo. SANTOS 2018.",1
"Yo tampoco lo conozco pero deseo de todo corazón que logre lo que se propone. El hartazgo del pueblo ya es mucho, los políticos de siempre (pri-pan) sobrepasaron los límites en todos los aspectos, es hora de un cambio verdadero en nuestro país, en nuestro estado, en cada comunidad. Juntos haremos historia. Le deseo mucho éxito en todo lo que haga👍🏽",1
"Ánimo amigo ,, nunca darse por vencido ....ojalá le den oportunidad el pueblo por algo diferente ....lo importante es que no sean los mismos",1
Con todo Santos Gonzalez Yescas a Aser historia en México y San Luis Río Colorado Muchas felicidades y a hecharle toda la carne al asador,1
"Vamos Santis échale ganas no nomás de palabra anímate y anima a la gente de san Luis, para asegurar los votos en todas las áreas, vamos por el cambio, primero Dios.",1
"Muchas felicidades mi estimado Santos! Le deseo éxito! Eso significara éxito también para todos los sanluisinos, el cambio ya viene! Animo",1
Mi apoyo incondicional.... Hace falta un cambio! Para reactivar la economía local.....Dónde las empresas locales tengamos ventajas sobre la foráneas,1
Sale mi jefe gusto en saludarlo y  aver cuando le toca algo a cómicion nacional de emergencia k ya se le pidió el apoyo pero nunca llegó seguimos esperando aver en estas elecciones,1
"VAMOS SANTOS! HAY QUE SACAR A ESTOS PANISTAS AVORAZADOS, ABUSIVOS!!",1
Ojalá ganes eres un buen ciudadano comprometido y que as apoyado a corporaciones de emergencias san Luis ocupa gente como tú !!!!,1
"Es todo mi estimado sr, González nomás ud, faltaba, vamos de frente somos mayoría",1
Hola quisiera incorporarme al equipo sr santos gonzalez yescas. A donde puedo ir??? Todos morena. AMLO 2018,1
Panistas buenos para nada. En lo que pueda ayudarte,1
Saludos santos yescas y Ánimo,1
Echele  ganasss   animo   claro  que  se  puede👍,1
Vamos con todo santos aqui estoi para apoyar,1
Cuando bienen al ejido lagunitas,1
Buenas tardes cuando ira al nuevo palmira candidato,1
"Yescas que ha hecho x el pueblo, .... Pregunto...? K vaya a defender a los,golfeños que se lo gane",1
Todo lo k los partidos les den agarren es de ustedes comida despensa gasolina pero fíjense por kien votan ok,1
"Yo también trabajo en mi cumple :/ , pero chamba es chamba, éxito",1
"No hay cosa más hermosa  que
Hacer .Lo mas le gusta a uno luchar por .La justicia",1
Saludos y todo el apoyo a morena,1
Bien Santos felicidades,1
Saludos Santos,1
Todo un éxito el recorrido en riito gracias,1
Muy bien ásta la victoria.  Lider,1
Vamos con todo este año!!,1
Saludos santini...vamos a ganar,1
Mucho éxito primo 😉,1
Adelante Santos tenés mi apollo,1
Vamos con santos yescas y morena,1
"estoy de acuerdo en las alianzas por el momento y creo que le va,sumar a morena muncha suerte para los tres partidos espero y caiga esa mafia que se apodero de mexico y su gente es la hora de darle buelta a la historia",-1
Vamos con todo morena. Amlo 2018 . Lo importante es que gane morena en su momento amlo sabra donde reacomodara a todas esas personas.,1
"Arriba MORENA,les guste o no cabron@s",1
"La partidocracia, es un cancer para nuestro pais, los miles de millones que se les asignan , hacen falta en hospitales, escuelas,resulta ofensivo en un  pais con tantas carencias que haya tantos partidos gastándose ese dinero , que muchas veces va a la basura.",-1
Creo las alianzas políticas no son buenas pero es necesario en esta ocasión x que todos los partidos lo están haciendo y para que aiga un cambio en nuestro país y municipio tenemos darle la  oportunidad a la esperanza de un cambio si  ganan y cumplen todos nos beneficiaremos y sino que podemos perder ya estamos hartos del PRI y pan que no an Echo nada en nuestro municipio solo defraudaremos,-1
Estoy de acuerdo si los demás partidos ya isieron su alianzas también morena puede entre mas se sumen para darles en la madre a esta bola de parásitos corruptos vamos todo con morenaaaaaaaa la mejor opción AMLO 2018 a chingar a su madre el prian,1
Yo no estoy muy de acuerdo con las coaliciones de partidos y menos k morena aga coalición con otros partidos o k admita militantes panistas o del PRI morena es un partido muy fuerte k puede ganar en todos los estados lo ke puede pasar si sigue incluyendo militares chapulines puede perder votos en ves de ganar más  con esa jente corrupta por muchos años y asta ora se dan cuenta k su partido no lleva el rumbo de la democracia,-1
"Al calificar  a Durazo como ""Honorable"" y a los otros firmantes no, me hace inferir que los del PT y PES ...No lo son! ( cosa cierta que no salva al descendiente del Generalito aquél)",-1
Se ocupa sangre B NEGATIVO y O NEGATIVO urge es en beneficio de la Hermana CARMELITA Esparza ocupa sangre B NEGATIVO y O NEGATIVO urge. Antes del doce de febrero. Sea que la vendas o sea que la Dones Marqueme Al Teléfono 6531131634 por favor 6531131634.,0
Vomos con todo es tiempo de sacar a la bola de ratas sinvergüenzas. ...Amlo,1
El pedo es ganar a como dé lugar es una lastima político oportunistas nomás van saltando la cuerda para beneficio propio ....,-1
Saludos Jaime Moreno cuando vienes a san luis río col,1
Puras alianzas que no pueden solos? Quitan a unas ratas y ponen a otros eso nunca se acaba.,-1
"Una muestra más que no es necesario tanto partido político a nivel nacional, estatal, municipal, con solo 3 partidos es más que suficiente, las alianzas se están haciendo por qué los partidos no tienen gallo para competir, a desaparecer partidos innecesarios.",
Es mejor que desaparescan los partidos porque es lo mismo chana que juana ES MEJOR IDEPENDIENTE,
"Van hacer historia por corrupcion .estan aceptando los más corruptos de todos los partidos .nomas vean todos los que se están adhiriendo, como van a combatir la impunidad si la están aceptando así es peje.🤔😒😳🤥🤡😋🤑💰💸",
Por favor kisiera k alguien me digiera conkien estaba aciiendo coalicion el P Y antes gracias,
Que nos agarren confesados,
Quise desir el partido del trabajo,
aguas nomas no se les vaya a colar baldenebro,
"Gusto de verlos Sr Santos, les da por favor un abrazo a todos sus 5 hijos, los recuerdo con mucho cariño",
#VamosAguilas spero algun dia poder llevar a mis 4 Varoncitos a un juego y apoyarlos personalmnt #Ruido,
"Saludos a los dos, un abrazo y arriba los aguilas..",
Vamos Aguilas! #VolandoJuntos,
No exponga ha su hija recuerde que la delincuencia está a la orden del día saludos,
"Saludos y abrazos mi Santos, pero arriba mis Charros...",
Excelente el ambiente en el estadio Santos Gonzalez Yescas 👍,
Saludos amigo bien acompañado,
🦅🦅🦅🎉🎉🎉 saludos santos ✌🏽,
K bella foto amigo Santos....tu hija preciosa!!!!!!,
Saludos señor Santos muy bonita su hija,
Saludos ...feliz año suerte y mucha salud,
"Aguas mi líder, porque los mayos ya eliminaron a Hermosillo",
Saludos  y que grande esta la princesa,
Arriva las aguila pero voy con los venados,
"Bonita foto, saludos amigo",
SALUDOS MI BUEN AMIGO....,
Saludos compa...,
Ai tiempo para todo te felicito,
Saludillos mi toro,
Es todo mi jeneral,
Saludos amigo bien acompañado,
Felicidades y bendiciones amigo!! hay mucho que hacer por la gente necesitada sigue adelante!! Saludos,
"Desde las elecciones pasada no se sabía nada de ti, en vísperas de las próximas elecciones reapareces, acaso te lanzará de nuevo??",
Yo los ayudo conlo ke puedo pero no es micho pues soy madre soltera pero de berdad ocupa nuestra ayuda,
Conosco una fam. De muy bajos recirsos son 4 niños y no tubieron regaloa de navidad ni    cena de navidad no año nuevo no tienen luz ni muebles,
Amigo santos Santos Gonzalez Yescas no me toco saludarlo...creo llegue tarde ...pero gracias por tu apoyo a mi amiga Carmen Gonzalez,
"Que bien Santos Gonzalez Yescas  y sabemos que esto lo haces desde siempre y no no mas en campaña como muchos, es por eso que digo que eres mi gallo para el 2018 👍🏻👍🏻👍🏻👍🏻👍🏻",
Pos ya vienen elecciones no más k no le toke como al dr baldenebro las iglesias lo pusieron de presidente de San luis y ganó y no las apoyo pero echale ganas,
Ayuda y no divulges lo Ke hagas la humildad habla,
mil vendiciones sr. s@ntos gonz@lez . y@s@ve q.cuent@ con nuestro voto .s@ludos f@m quij@d@.,
Con todo por Morena,
Que bien mi querido amigo que les de un poco de felicidad a los niños,
"ME CONSTA QUE ERES DE LAS POCAS PERSONAS QUE AYUDAN SIEMPRE SIN ESPERAR NADA A CAMBIO Santos Gonzalez Yescas ...QUE TRISTEZA QUE ESO NO LO MIRAN ,GENTE NEGATIVA.👏👏👏👏👏👏",
"Como siempre,  con tu buen gesto apoyando a la gente. Saludos mi amigo Santos",
"Felicidades Santos Gonzalez Yescas,por tu noble acción, ayudando a la gente necesitada",
Personas como ud. Necesita san luis ya sabe que cuenta con mi voto y apoyo felicidades sr. Santos es un ejemplo para muchos,
Enhorabuena mi querido Santos Gonzalez Yescas felicitaciones,
Recuerda tu mano izquierda no debe saber lo que hace la derecha,
Felicidades Santos.,
Bien Santos. Saludos,
,
,
,
K bien kdlb..santos,
Me urgen los votos,
Ho es la pastora qe siempre tiene venta afuera  de la iglesia,
Juntos  alcanzaremos  la  bictotia,
"Obvio que amlo ganará por tercera Vez las elecciones, pero estoy seguro que el fraude se cocina a fuego lento, los de la mafia del poder ya tienen su estrategia bien tramada, si no es el tal meado será el çanaya.
En México solo hay votaciones, no elecciones.",
"SOLO con Morena habrá paz justicia y honestidad...

Alfonso Durazo será el encargado de serenar el país ...y sé que lo logrará... muchas felicidades !!!",
"Nomas que no se me raje ni te tiemblen las manos...AMLO sin conocerlo en persona.,,pero ...lo que diga es poco..,mi familia es demasiado numerosa... 100% morena,",
100x100 seguro q la ganamos gente todos vamos x Andrés Manuel lopez obrador no falle nadien y no voten x nadien mas mas de q x Andrés Manuel lopez obrador saludos amigos a todos pero a todos q queremos un México mejor y limpio de corrupción,
"Pues ojala que no salga tan RATERO Y ASESINO como el """"Negro Durazo"""" en la Epoca de Lopez por pillo..APOCO NO..",
En hora buena el reconocimiento para nuestro paisano alfonso durazo montaño. Por s.u nombramiento al confirmar nuestra victoria electoral .,
asi sera no perdemos nada ya emos perdido vastante hay q cambiar,
"Organizaciones delictivas..ya saben con quien se tienen que reportar con una buena lana,si quieren impunidad...porque adelantar este nombramiento...????",
Je je primeto diganle de que se trata el trabajo que va a realizar   felicidades sr durazo,
Vamos con todo mexicanos a ganar!!! Todos con AMLO,
adelante morena estuya la victoria sonora👍👍👍,
Yo no voto x ninguno xq todos son iguales hombres y mujeres de corr,
Quien es Alfonso durazo montaño?,
,
El prian chingo asu madre ya,
En hora buena Alfonso Durazo,
De acuerdo un Sonorense !!!!,
A mí también me parece acertada la asignacion,
Victoria,
1000 aki,
Victoria,
Una rata mas en la pilitica y este mas grande,
Animoo !! Bamos x la silla presidenciall con morenaa!!,
Felicidades tocayo lo lograremos,
"Si todos cuidamos las urnas, hay que grabar cualquier movimiento, si se puede hacer el cambio",
Le decíamos suerte y la bendición de dios es el ke analtese,
,
Quien va para presidente municipal por morena en san luis,
Felicidades a esos cuantos policías q en verdad cumplen con su deber.... Y para las ratas con uniforme q chinguen a su madre y ojalá ese borracho q dejan x una feria se estampe contra alguno de ustedes y no contra algún inocente.,
Muchas felicidades el dia de ayer k fue dia del policía a ti mi amor Jesús Alberto Quitarte Gutiérrez el mejor en su trabajo,
Por que abra tantos choques y atropellados en san luis por que no asemos caso niniguno de los reglamentos de trancito y otra por que la policia no vigila esa parte lo que es trancito,
Felicidades?????? Porque??? Quizás unos tres o cuatro si se lo merezcasn...,
Felicidades a los pocos policias que no se venden por cualquier con todo respetó mierda,
Son muy pocos los policias honrados a esosss felicidades pero los demassssss no merecen. nada x corruptos y raterosssssss,
"Felicidades a todos los policías ke cumplieron con la mordida del dia 
Chingen a su puta madre pinches ratas",
No se hagan pendejos son una bola de ratas todos sin excepción a mi me consta me a ti ado ver cada chingadera que hacen a pero eso si se les ha e el hocico grande cuando dicen El Honorable Cuerpo de Policía jaja!,
Felicidades x que lidiar con tantas personas. Es de locos !!  Si como padre de familia. En ocasiones se sale de control la casa con 3 hijos.  Ahora a nivel más grande .. 300 policías para  aguantar tanta gente loca y todavía no bajarlos de.  Corruptos. Si la corrupción la hacemos. Nosotros por no tener nada en regla y  violar las leyes ....  Ánimo  y felicidades  #cerotolerancia,
"MUCHAS FELICIDADES A USTEDES VALIENTES SERVIDORES DEL PUEBLO QUE DÍA A DÍA EXPONEN SUS VIDAS POR EL PUEBLO....DIOS LOS CUIDE,LOS PROTEJA DE TODO MAL....Y QUE DIOS LES MULTIPLIQUE SUS BENDICIONES A USTEDES Y SUS FAMILIAS ...SALUDOS  Y FELICITACIONES A TODOS LOS CUERPOS DE SEGURIDAD.",
"Alv ahora la mordida vale el doble, pónganse vergas jajaja",
Muchas felicidades para todos los ke si cumplen con su trabajó,
"Estos policias son del grupo de reaccion ? 
Y felicidades gran labor",
Muchas felicidades para todos ellos,
,
,
,
Chinguen su madre putos ratas de mierda,
Felicidades hoy en su dia a todos los policias,
Ahora no joven.,
Felicidades amigos!,
Muchas felicidades a todos especialmente a uno k ese es el mas importante para my y mi fam jjj pero felicidades a todos,
Chinguen asu madre,
,
La neta a los q les quede el saco....,
"Que cosa mas absurda!! Con razón hay quien piensa que es un peligro para México, debo entender en otras palabras que los demas trabajaremos , pagaremos impuestos para que haya quien tenga sueldos gratis?",
"Me gusta Andrés Manuel. 
En este 2018 tiene que ganar 
Tantos años haciendo actos de proselitismo y transmitiendo sus compromisos y programas de trabajo debemos de ayudar a que llegue a la presidencia de la República.",
"Soy ""nini"", ya no nos tendremos que preocupar nadie por trabajar o estudiar. AMLO nos mantendrá...
Jajajajaja.",
"Le guste a quien le guste le duela a quien le suela,le arda a quien le arda..,limpiense con toallitas húmedas... Xq..mas les van a faltar...bola de ratas...arriba MORENA",
K chinge a su madre todos los k vendan el futuro de sus hijos x una torta y una soda y 500.00pesos malditos k no ven k no nos kieren estos delincuentes asecinos ladrones pri pan PRD ya lo les lamban los huevos cambiemos nuestras vidas de nuestros hijos x algo mejor,
Pero con la ciudadanía no podrán no mas votos vendidos por despensas y 500 pesos que entregado a cambio el voto que barbaro,
Estamos con usted ! Peje.animo si lo apollaremos el pri y otros partido harán lo imposible para que no yege esa cobra venenosa.,
Esta va a de la generación de holgazanes patroci ada por el niño mayor,
Yo tambien soy populista AMLO,
Ala verga los del pan y PRI no saben decir otra cosa los rateros,
El pene presidente 2018 el cambio verdadero,
"Proyecto 0 Sustentable, ni vale la pena entrar en polémica",
AMLO 2018!!,
"Puro andres manuel nomas , que no agantranpa y se baser la carnita",
Si SR .presidente AMLO.si se puede!.,
"Exitos es momento de ellos. Vamos en el 2018 por una mejor administración Sanluisina. Mejores programas de seguridad pública, trabajo, de prevención del delito, de obras, uppppssss tantas cosas que se requiere que segura estoy se logrará.",
Adelante Santos estamos con MORENA hasta el final mi familia y yo. Arriba AMLO.,
Un saludo don santos vamos pa delante el 2018 con morena,
y ay jente que no cree todavía pinche gobierno de mierda,
Hay estamos para lo kc lo ofresca,
Animo,
Seguimos firmes Santos,
todos pero todos mexicanos nadien se quede en casa todos salgamos a votar pero todos x Andrés Manuel lopez obrador los del PRI y los del PAN ahora si a chingar a su madre sevan y si hay fraude vámonos todos ya contra ellos a los putazos q alcabo ya estamos muertos en vida con estos perros presidente s vamos raza todo pa delante q se vea claro q ya despertó México a chingar a su madre esos culeros de ya,
Esta vez si k no debemos permitir otro puto fraude cuidemos en lo k pidamos k no nos vuelvan a ver la cara de pendejos,
Pues entonces no queda otra que echar putasos mi gente vamos con todo por morena ánimo animó mexicanos,
"Toro tu eres mi gallo aquí en san Luis, cuenta con mi apoyo y el de toda mi familia y vaya que somos bastantitos",
"Se necesita nivel académico y el currículum Vitae de cada uno, para saber si cumplen con el perfil para el puesto! Asi estarária más completa está información!!",
"La cuestión es que AMLO solo reconoce validez en las elecciones si gana, si gana bien ganado, si pierde es fraude.Si gana EL INE es respetable si no, no.",
santos yesca precidente,
Arriba morena votemos x el cambió para bien de nuestras familias arriba nuestro presidente Andrés manuel López obrador,
Felicidades excelente formacion de gabinete sobre todo el de la secretaria de educacion...,
Ya despertamos a riiba morena santos para precidene te vamos con todo adelante mi gente,
,
"Seremos gobierno ...

Mujeres y hombres preparados y honestos ...

AMLO Presidente 2018 !!!",
Ya nomas falta el presidente,
VOTÓ MASIVO Para Morena y AMLO,
Muy bien usted ganara dios mediante,
FALTA EL SECRETARIO DE PEOTECCION A LA DEFENSA DEL FRAUDE ELECTORAL.....XQ AHÍ...SE REPETIRIA LA DERROTA.....,
ESTE GABINETAZO NO LO TIENE NI OBAMA 😂😂😂,
Pues nomas falta k gane,
Si se la roban otra vez se va armar la Revolucion,
Salieron los zombies,
Es todo Santos,
"En mi opinión todos son una bola de ratasssss.... ninguno tiene los pantalones bien puestos para dejar de robar y hacer algo para hacer prosperar a Mexico... solo con lo que sale del petróleo basta y sobra para que México sea un país de primer nivel, pero no prefieren echar ese dinero a sus bolsillos y fomentar más la corrupción  y la pobreza  del país entero, ya basta por favor...",
Todos son iguales..de el partido quesean..sigana el peje tiene quemantener atodos los miles de wevones desu partido aparte de aserles favoras alos patrocinadores...desde federal asta municipal.esde ley,
Pueblo ya esta la alianza de los partidos qué están con el pueblo ahora nada más falta nuestro voto en las urnas para que AMLO sea presidente en el 2018 vamos todos Unidos lo lograremos,
Hay que buscarle que ha hecho el Pri y el Pan y porque Morena es diferente...,
Asi sera esperemos que ora si cambien las cosas para bien de todo mexicano,
Apoco deverdad creen que este wevon tiene 18 años queriendo la grande nadamas por ayudar al pueblo jajaja mejor crean en santa claos ahora que es temporada,
"Yo solo tengo una duda, AMLO dice ser un democrata, el fue elegido democraticamente para ser presidente de su partido y candidato por Morena?",
Todos trabajan para lo mismo son unos pinches ratas nadamas cambian de partido para chingar al pueblo por mi parte k chingen a su madre,
Pero no habrá asamblea asi democraticamente haber quien queda ?,
Pero la bola de Ratas PRIISTAS son muy tramposos y se tendran que cuidar muy bien los votos de MORENA en las,
los gatos estan ocupados mamandole las volas a los del pri aki puro cartel lopez obrador,
VIVA AMLO.  PRESIDENTE,
Critican y critican y al final igual,
Un gato falta alli..paraque salgan corriendo las ratas jeje,
Este año mi voto y el de mi familia es para morena ......,
,
MEXICO PAÍS NUMERO UNO EN PENDEJOS E IDIOTAS NOS SUBEN LA XANASTA BASICA LA GASOLINA EL GAS Y TODAVÍA SEGUIMOS VOTANDO X EL PRI O X EL PAN AMLO 2018,
Me parece bien hay k darle la oportunidad a otro partido,
,
Si este wey gana yno se compone el pais orasi alas armas,
Les bale madre  ya van con las bolsas llenas,
"Hojala llegue AMLO a la Presidencia es lo que queremos, pe",
Proximas elecciones.,
La verda o cupamos un cavio con morena,
LA INFILTRACION D LOS LUPENPROLETARIOS CON INTENTOS D FRENAR LA DESICION D LAS MASAS TERMINAR CON UN MONOPOLIO D PODER AL SERVICIO D INTERESES D UN IMPERIO NO NACIONAL !!!!!!!!!?,
Victor Ruelas Emmanuel Ruelas Roberto Lerma Carlos Peña,
No necesitamos estar en campañas para poder ayudarlos. Siempre vamos a estar con la comunidad.,
👏 el seguir con estas acciones aún después de campaña es lo que cuenta y lo que hace que realmente se crea en el cambio,
Muchisimas gracias por esta accion y por el donativo de la ambulancia. Son cosas que todos podemos necesitar en el peor momento y es bueno saber que estaran ahi para ayudarnos. Como Sanluisino te lo agradezco Santos Gonzalez Yescas,
Tenga su like buen hombre generoso 👍,
"FELICIDADES ASI  SR.Santos Gonzalez Yescas  DEMUESTRE QUE SE HACE SIN EL RECURSO DEL GOBIERNO NI DE UN PARTIDO.....PORQUE ES FACIL ADMINISTRAR LO QUE NO ES DE UNO ,,,,, PERO DAR DE SUS RECURSOS O DE SUS IDEAS O DE SU BUSQUEDA PERSONAL DE PATROCINIOS..... ME CONGRATULO CON USTED........ SOBRE EL APOYAR .",
"Felicidades Santos gracias por todo wl apoyo a nuestro querido san luis, que Dios lo bendiga, le mando un saludo",
En hora buena por san luis . que todo lo que sea en ayuda bienvenido. Habra quienes equivocadamente critiquen. No importa son pocos.. Adelante señor santos yescas,
Buena acción sin duda para ka comunidad,
Mis respestos para usted Santos Gonzalez es un gran ejemplo a seguir...felicidades!,
Desde q lo conocí sabia que podía confiar en su palabra y esto me demuestra que es un Hombre De palabra y digno DIOS me lo Bendiga y le multiplique sus buenas acciones.,
FELICIDADES Santos Gonzalez Yescas!!!!!DIOS TE VA A MULTIPLICAR TODO LO QUE HACES POR LOS DEMAS SIN ESPERAR NADA A CAMBIO....UN ABRAZO. TQM.,
"A si es no necesitan estar en campaña para ayudar , pero tampoco necesitan a ser alarde de lo que donan ya que una donación es un gesto desinteresado , y no andar publicando o presumiendo lo que se da de corazón !",
Cuenta con Chicity Carrocerria Pintura para cual quier trabajo santos gonzalez yescas,
Hay!! A mi no me invitaron!!!😞😞😞,
a la que sigue me les UNO..,
"Un cierre de campaña alegre,honesto,de esperanza. Muchas gracias a TODOS! 
Nos hicieron VIBRAR!
Morena es la esperanza de México!",
El mejor !!!!,
Al no ganar no pierde santos yescas perdemos todos los sanluisinos,
Felicidades  compadre,
Siges siendo el mejor Santos Gonzalez Yescas,
"En qué parte puedo etiquetar a TODOS los candidatos del PRI y del PAN pa' decirles: ""miren, él sí tuvo fotos decentes"".",
"felicidades Santitos, Exito como nuevo presidente.",
no se mira Santos González Yescas,
